T1,T2,T3,T4,Delay,Offeset
1519364664.139535,1519364664.145841,1519364664.145857,1519364664.140317,0.7658004760742188,5.923032760620117
1519364664.141135,1519364664.14707,1519364664.147085,1519364664.141545,0.39505958557128906,5.737423896789551
1519364664.142352,1519364664.148231,1519364664.148245,1519364664.142598,0.23174285888671875,5.763053894042969
1519364664.143278,1519364664.149171,1519364664.149182,1519364664.143588,0.29921531677246094,5.743622779846191
1519364664.144312,1519364664.150233,1519364664.150245,1519364664.144614,0.29015541076660156,5.776047706604004
1519364664.146304,1519364664.152143,1519364664.152159,1519364664.14855,2.2301673889160156,4.724025726318359
1519364664.151022,1519364664.157006,1519364664.157022,1519364664.151427,0.38909912109375,5.789518356323242
1519364664.15218,1519364664.15809,1519364664.1581,1519364664.154456,2.2661685943603516,4.777073860168457
1519364664.155157,1519364664.161046,1519364664.161056,1519364664.155421,0.25391578674316406,5.761981010437012
1519364664.156149,1519364664.162042,1519364664.16205,1519364664.156394,0.23698806762695312,5.774497985839844
1519364664.1572,1519364664.163096,1519364664.163105,1519364664.157479,0.26988983154296875,5.760908126831055
1519364664.158241,1519364664.164077,1519364664.164085,1519364664.158421,0.17213821411132812,5.749940872192383
1519364664.159197,1519364664.165061,1519364664.165068,1519364664.159404,0.20003318786621094,5.763888359069824
1519364664.16038,1519364664.166421,1519364664.166434,1519364664.160835,0.4420280456542969,5.820035934448242
1519364664.161952,1519364664.16845,1519364664.168462,1519364664.162874,0.9100437164306641,6.043076515197754
1519364664.16386,1519364664.169754,1519364664.169766,1519364664.164123,0.2510547637939453,5.768418312072754
1519364664.164953,1519364664.17083,1519364664.170838,1519364664.165199,0.23794174194335938,5.758047103881836
1519364664.166387,1519364664.172272,1519364664.172298,1519364664.1668,0.38695335388183594,5.691409111022949
1519364664.167946,1519364664.173876,1519364664.173891,1519364664.170512,2.550840377807617,4.654526710510254
1519364664.171602,1519364664.177528,1519364664.177541,1519364664.171936,0.3209114074707031,5.765438079833984
1519364664.17281,1519364664.178707,1519364664.178716,1519364664.173104,0.2849102020263672,5.754351615905762
1519364664.173905,1519364664.179792,1519364664.179801,1519364664.174167,0.2529621124267578,5.760550498962402
1519364664.174893,1519364664.180798,1519364664.180807,1519364664.175171,0.2689361572265625,5.770683288574219
1519364664.175949,1519364664.181831,1519364664.181839,1519364664.176185,0.2276897430419922,5.767941474914551
1519364664.177057,1519364664.182941,1519364664.182948,1519364664.177271,0.2067089080810547,5.780577659606934
1519364664.178019,1519364664.183897,1519364664.183903,1519364664.178264,0.23889541625976562,5.758523941040039
1519364664.179031,1519364664.18491,1519364664.184916,1519364664.179236,0.1990795135498047,5.779623985290527
1519364664.183011,1519364664.188958,1519364664.188972,1519364664.183401,0.37598609924316406,5.758881568908691
1519364664.184146,1519364664.190051,1519364664.190061,1519364664.184403,0.24700164794921875,5.781650543212891
1519364664.185139,1519364664.191035,1519364664.191043,1519364664.185399,0.2522468566894531,5.769968032836914
1519364664.186544,1519364664.192384,1519364664.192401,1519364664.190554,3.9930343627929688,3.843545913696289
1519364664.191628,1519364664.197605,1519364664.19762,1519364664.192019,0.37598609924316406,5.788922309875488
1519364664.19291,1519364664.198815,1519364664.198825,1519364664.19318,0.26035308837890625,5.774974822998047
1519364664.194036,1519364664.199907,1519364664.199916,1519364664.194287,0.2422332763671875,5.749940872192383
1519364664.195113,1519364664.200982,1519364664.200988,1519364664.195322,0.20313262939453125,5.767583847045898
1519364664.196182,1519364664.202069,1519364664.202077,1519364664.196414,0.22411346435546875,5.774974822998047
1519364664.19722,1519364664.203121,1519364664.20313,1519364664.197467,0.23794174194335938,5.781888961791992
1519364664.198198,1519364664.204053,1519364664.204062,1519364664.198396,0.1888275146484375,5.760431289672852
1519364664.199157,1519364664.205056,1519364664.205064,1519364664.199386,0.22077560424804688,5.788564682006836
1519364664.20029,1519364664.206193,1519364664.206204,1519364664.200557,0.2560615539550781,5.774974822998047
1519364664.201414,1519364664.207263,1519364664.207269,1519364664.2016,0.1800060272216797,5.758881568908691
1519364664.202486,1519364664.208259,1519364664.208267,1519364664.206563,4.069089889526367,3.738522529602051
1519364664.207608,1519364664.213575,1519364664.213592,1519364664.207976,0.3509521484375,5.791425704956055
1519364664.208749,1519364664.21466,1519364664.21467,1519364664.209034,0.27489662170410156,5.773425102233887
1519364664.209776,1519364664.215662,1519364664.215672,1519364664.210073,0.28705596923828125,5.742549896240234
1519364664.210908,1519364664.216829,1519364664.216839,1519364664.211171,0.2529621124267578,5.794644355773926
1519364664.21198,1519364664.217876,1519364664.217885,1519364664.212217,0.22792816162109375,5.781888961791992
1519364664.21574,1519364664.221705,1519364664.221719,1519364664.216156,0.4019737243652344,5.764007568359375
1519364664.2171,1519364664.223033,1519364664.223047,1519364664.217406,0.29206275939941406,5.787014961242676
