T1,T2,T3,T4,Delay,Offeset
1519372016.029283,1519372016.0302,1519372016.030242,1519372016.030651,1.3260841369628906,0.25391578674316406
1519372016.031824,1519372016.032658,1519372016.032671,1519372016.032138,0.30112266540527344,0.6834268569946289
1519372016.032921,1519372016.033716,1519372016.033723,1519372016.033172,0.24366378784179688,0.6730556488037109
1519372016.033982,1519372016.034762,1519372016.034778,1519372016.034227,0.22864341735839844,0.6655454635620117
1519372016.035022,1519372016.035798,1519372016.035805,1519372016.035259,0.2300739288330078,0.661015510559082
1519372016.036192,1519372016.037,1519372016.037007,1519372016.036484,0.2849102020263672,0.6655454635620117
1519372016.037444,1519372016.038322,1519372016.038335,1519372016.037829,0.37169456481933594,0.6920099258422852
1519372016.038928,1519372016.039809,1519372016.039818,1519372016.039263,0.32591819763183594,0.7179975509643555
1519372016.040345,1519372016.041198,1519372016.041207,1519372016.040645,0.29087066650390625,0.7076263427734375
1519372016.041381,1519372016.04217,1519372016.042177,1519372016.041566,0.1780986785888672,0.7001161575317383
1519372016.04818,1519372016.04759,1519372016.047605,1519372016.048228,0.032901763916015625,-0.606536865234375
1519372016.049426,1519372016.0502,1519372016.050215,1519372016.049681,0.23984909057617188,0.6539821624755859
1519372016.05045,1519372016.051236,1519372016.051243,1519372016.05068,0.22268295288085938,0.6744861602783203
1519372016.051404,1519372016.052175,1519372016.05219,1519372016.051614,0.19502639770507812,0.6735324859619141
1519372016.052297,1519372016.053094,1519372016.053099,1519372016.052519,0.21696090698242188,0.6883144378662109
1519372016.053233,1519372016.054002,1519372016.054008,1519372016.053403,0.164031982421875,0.6871223449707031
1519372016.054158,1519372016.054925,1519372016.054931,1519372016.054393,0.22912025451660156,0.6524324417114258
1519372016.05508,1519372016.055847,1519372016.055853,1519372016.055281,0.19502639770507812,0.6694793701171875
1519372016.056004,1519372016.056863,1519372016.056869,1519372016.056295,0.2849102020263672,0.7165670394897461
1519372016.057071,1519372016.058188,1519372016.058199,1519372016.068812,11.729955673217773,-4.747986793518066
1519372016.070089,1519372016.070897,1519372016.070913,1519372016.070405,0.2999305725097656,0.6580352783203125
1519372016.071347,1519372016.072187,1519372016.072196,1519372016.071718,0.3619194030761719,0.6589889526367188
1519372016.072644,1519372016.073484,1519372016.073493,1519372016.072939,0.28586387634277344,0.697016716003418
1519372016.073901,1519372016.074655,1519372016.074662,1519372016.074112,0.2040863037109375,0.6520748138427734
1519372016.074997,1519372016.075821,1519372016.075829,1519372016.075281,0.2758502960205078,0.6860494613647461
