T1,T2,T3,T4,Delay,Offeset
1519762044.475032,1519762044.504838,1519762044.504854,1519762044.51143,36.38195991516113,11.61491870880127
1519762044.511516,1519762044.54142,1519762044.541436,1519762044.547992,36.459922790527344,11.673927307128906
1519762044.548077,1519762044.577961,1519762044.577978,1519762044.584545,36.450862884521484,11.658430099487305
1519762044.584645,1519762044.614545,1519762044.614562,1519762044.621128,36.466121673583984,11.667013168334961
1519762044.621212,1519762044.651054,1519762044.651072,1519762044.657651,36.42082214355469,11.631488800048828
1519762044.657733,1519762044.687623,1519762044.68764,1519762044.694215,36.46516799926758,11.657476425170898
1519762044.694298,1519762044.724187,1519762044.724202,1519762044.730773,36.459922790527344,11.658906936645508
1519762044.730855,1519762044.760754,1519762044.760773,1519762044.767348,36.47422790527344,11.662006378173828
1519762044.76743,1519762044.797303,1519762044.797321,1519762044.803894,36.44585609436035,11.6499662399292
1519762044.803978,1519762044.833876,1519762044.833894,1519762044.840467,36.470890045166016,11.662483215332031
1519762044.840549,1519762044.870439,1519762044.870456,1519762044.877029,36.463022232055664,11.658549308776855
1519762044.877113,1519762044.906955,1519762044.906971,1519762044.913542,36.412954330444336,11.635422706604004
1519762044.913625,1519762044.943516,1519762044.943533,1519762044.950102,36.460161209106445,11.660933494567871
1519762044.950185,1519762044.980084,1519762044.980102,1519762044.986674,36.470890045166016,11.663436889648438
1519762044.986753,1519762045.016656,1519762045.016697,1519762045.023487,36.69309616088867,11.556386947631836
1519762045.023574,1519762045.053465,1519762045.053482,1519762045.060045,36.4537239074707,11.66391372680664
1519762045.060129,1519762045.090026,1519762045.090044,1519762045.096624,36.476850509643555,11.658549308776855
1519762045.096708,1519762045.126607,1519762045.126625,1519762045.133197,36.470890045166016,11.663436889648438
1519762045.133293,1519762045.163136,1519762045.163154,1519762045.16971,36.399126052856445,11.643528938293457
1519762045.16979,1519762045.199633,1519762045.199651,1519762045.206218,36.409854888916016,11.63792610168457
1519762045.206302,1519762045.236197,1519762045.236215,1519762045.242778,36.45801544189453,11.666059494018555
1519762045.242863,1519762045.273138,1519762045.273155,1519762045.279729,36.849021911621094,11.850595474243164
1519762045.279813,1519762045.309699,1519762045.309716,1519762045.31628,36.44990921020508,11.661052703857422
1519762045.316363,1519762045.346257,1519762045.346274,1519762045.352848,36.4680290222168,11.659860610961914
1519762045.352927,1519762045.38282,1519762045.382837,1519762045.38941,36.46588325500488,11.659979820251465
1519762045.389494,1519762045.419362,1519762045.419379,1519762045.425949,36.4382266998291,11.649012565612793
1519762045.426032,1519762045.455924,1519762045.455942,1519762045.462503,36.4530086517334,11.6654634475708
1519762045.462585,1519762045.492479,1519762045.492496,1519762045.499061,36.45920753479004,11.664509773254395
1519762045.499143,1519762045.528967,1519762045.528985,1519762045.53555,36.38911247253418,11.629462242126465
1519762045.535643,1519762045.565496,1519762045.565514,1519762045.572086,36.424875259399414,11.640429496765137
1519762045.572164,1519762045.602064,1519762045.602082,1519762045.608665,36.482810974121094,11.658430099487305
1519762045.608754,1519762045.638658,1519762045.638673,1519762045.645251,36.48209571838379,11.663079261779785
1519762045.645329,1519762045.675237,1519762045.675253,1519762045.681825,36.479949951171875,11.667966842651367
1519762045.681903,1519762045.711808,1519762045.711825,1519762045.718376,36.45610809326172,11.677026748657227
1519762045.718459,1519762045.748355,1519762045.748372,1519762045.754937,36.46087646484375,11.665582656860352
1519762045.755019,1519762045.784876,1519762045.784894,1519762045.791456,36.41915321350098,11.647582054138184
1519762045.791551,1519762045.821453,1519762045.821471,1519762045.82803,36.46111488342285,11.67142391204834
1519762045.828126,1519762045.858037,1519762045.858055,1519762045.864623,36.47899627685547,11.67154312133789
1519762045.864713,1519762045.894601,1519762045.894618,1519762045.901179,36.44919395446777,11.663556098937988
1519762045.90126,1519762045.931158,1519762045.931176,1519762045.937743,36.46516799926758,11.665582656860352
1519762045.937827,1519762045.967728,1519762045.967745,1519762045.974308,36.46373748779297,11.668920516967773
1519762045.9744,1519762046.004254,1519762046.004272,1519762046.010846,36.427974700927734,11.640071868896484
1519762046.010929,1519762046.041196,1519762046.041214,1519762046.047781,36.834001541137695,11.84999942779541
